ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
605,M,Y,Y,2,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,37,2.717808219,0
606,M,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,54,6.38630137,0
607,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,63,0,0
608,M,Y,N,0,202500,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Managers,2,55,0,0
609,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Laborers,3,49,12.90410959,0
610,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,32,3.263013699,0
611,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,58,0,0
612,F,Y,N,1,67500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,42,3.183561644,0
613,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,58,0,0
614,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,35,2.528767123,0
615,M,N,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,34,10.68493151,0
616,F,N,Y,0,135000,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2,62,0,0
617,M,Y,N,1,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,31,0.6,0
618,F,N,Y,0,225000,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Managers,2,34,0.610958904,0
619,F,N,N,1,85500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Accountants,3,28,2.465753425,0
620,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,43,8.312328767,0
621,F,Y,Y,1,119700,Working,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,36,9.120547945,0
622,M,Y,N,1,380250,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,28,0.643835616,0
623,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,53,9.597260274,0
624,F,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,36,3.62739726,0
625,F,N,Y,2,216000,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,4,42,8.526027397,0
626,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,42.76993344,8.106849315,0
627,F,N,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,48,0.64109589,0
628,F,N,N,1,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,42,1.969863014,0
629,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,61,0,0
630,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2,56,0,0
631,F,N,Y,0,69372,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,44,0.594520548,0
632,F,N,Y,1,135000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,3,28,7.167123288,0
633,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,6.383561644,0
634,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,46,12.08219178,0
635,F,N,Y,2,126000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,27,4.347945205,0
636,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,57,0,0
637,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Drivers,1,35,4.210958904,0
638,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,33,3.917808219,0
639,M,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,27,5.282191781,0
640,F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Laborers,3,36,7.542465753,0
641,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Managers,1,59,0,0
642,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3,31,2.375342466,0
643,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,62,0,0
644,F,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,48,5.846575342,0
645,M,Y,N,2,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,32,1.260273973,0
646,F,N,Y,2,37800,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,36,0,0
647,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2,55,0,0
648,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,47,8.854794521,0
649,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,26,4.123287671,0
650,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,37,0.260273973,0
651,M,N,Y,1,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,36,10.10958904,0
652,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,54,19.97191781,0
653,F,N,Y,0,380250,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,55,13.64109589,0
654,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,28,9.304109589,0
655,M,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,27,1.263013699,0
656,F,Y,N,0,126000,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,1,33,14.2630137,0
657,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,43,8.693150685,0
658,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3,43,2.005479452,0
659,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,30,6.934246575,0
660,F,N,N,0,157500,Commercial associate,Higher education,Separated,With parents,1,0,0,0,Medicine staff,1,43,1.183561644,0
661,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,42,5.75890411,0
662,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2,46,18.03561644,0
663,M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,30,0.42739726,0
664,M,Y,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,54,6.024657534,0
665,M,N,Y,1,112500,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,37,14.95890411,0
666,F,N,N,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,42,4.353424658,0
667,F,N,Y,0,207000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,51,6.865753425,0
668,F,N,Y,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,41,9.306849315,0
669,F,Y,N,2,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,43,10.3890411,0
670,F,N,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,37,8.849315068,0
671,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,40,6.750684932,0
672,F,Y,Y,0,121500,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,28,4.608219178,0
673,F,N,Y,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Private service staff,2,41,9.134246575,0
674,M,Y,N,0,225000,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,0,0,Laborers,2,57,8.520547945,0
675,F,Y,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,57,0,0
676,F,N,N,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,37,8.126027397,0
677,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,63,0,0
678,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,38,10.12054795,0
679,F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,1,41,6.183561644,0
680,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Managers,1,58,0,0
681,M,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,3,36,7.473972603,0
682,F,N,N,0,112500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Sales staff,2,64,0,0
683,F,Y,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Drivers,2,60,0,0
684,M,Y,Y,0,380250,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,Sales staff,1,44,2.342465753,0
685,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,46,11.4,0
686,M,Y,Y,2,380250,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,27,2.739726027,0
687,F,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,45,19.97191781,0
688,M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,65,19.97191781,0
689,F,N,N,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,59.68746934,0,0
690,M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2,50,0,0
691,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,38,11.7260274,0
692,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,40,16.13972603,0
693,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Sales staff,3,41,3.698630137,0
694,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Sales staff,1,29,1.668493151,0
695,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,58,6.523287671,0
696,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,4.419178082,0
697,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,32,9.679452055,0
698,F,N,Y,0,54000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,67,0,0
699,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,55,17.03561644,0
700,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,3,42,7.873972603,0
701,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,66,0,0
702,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,62,0,0
703,M,N,Y,1,180000,Working,Higher education,Married,With parents,1,0,0,0,Cooking staff,3,43,4.531506849,0
704,F,N,Y,0,121500,Pensioner,Higher education,Widow,House / apartment,1,0,0,0,High skill tech staff,1,66,0,0
705,F,Y,N,0,225000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Managers,2,40,6.665753425,0
706,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Sales staff,1,46,12.42191781,0
707,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,54,3.098630137,0
708,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2,50,1.42739726,0
709,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,24,1.430136986,0
710,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,39,6.216438356,0
711,F,N,N,0,45000,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,1,39,2.18630137,0
712,M,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,26,7.178082192,0
713,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,4.419178082,0
714,M,Y,Y,1,135000,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,25,0.397260274,0
715,M,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,34,11.06575342,0
716,M,Y,Y,0,135000,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Laborers,2,53,1.816438356,0
717,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,6.298630137,0
718,M,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,42,8.638356164,0
719,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,34,4.964383562,0
720,M,N,Y,0,131200.2891,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2,55,7.093150685,0
721,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,44,0.356164384,0
722,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,46,13.85205479,0
723,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,54,2.180821918,0
724,M,N,Y,0,108000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,44,19.97191781,0
725,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,58,7.473972603,0
726,F,N,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4,39,3.095890411,0
727,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,33,14.89315068,0
728,M,Y,Y,0,292500,State servant,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,35,6.487671233,0
729,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,39,5.175342466,0
730,F,N,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,40,3.602739726,0
731,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,2,53,4.597260274,0
732,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,44,8.052054795,0
733,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,32,4.42739726,0
734,F,N,Y,0,171000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Accountants,1,54,19.97191781,0
735,F,N,N,2,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,42,9.523287671,0
736,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,28,9.460273973,0
737,M,Y,N,1,202500,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,3,30,10.3260274,0
738,F,N,Y,1,126000,Working,Higher education,Married,House / apartment,1,1,1,1,Sales staff,3,35,3.723287671,0
739,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,53,8.191780822,0
740,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,57,6.35890411,0
741,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3,39,11.69041096,0
742,F,N,Y,1,105750,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Cleaning staff,3,35,3.797260274,0
743,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,42.93301217,1.767123288,0
744,M,Y,Y,0,180000,State servant,Higher education,Single / not married,House / apartment,1,0,0,1,Sales staff,1,22,2.42739726,0
745,M,N,N,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,56,4.994520548,0
